,given_name,surname,sex,postcode,phone_number,national_insurance_number,bank_account_number,blood_group,age_grouped,area,weight,SNP3,SNP5,SNP2,n_countries_visited,avg_n_cigret_per_week,height,IP_Address,Diet,SNP4,current_country,SNP1,avg_n_drinks_per_week,Ethnicity,birthdate,education_level,Chip_ID
97,Nicola,Richards,0,LL58 I9M,+44(0)7700 900 555,ZZ029263T,105368812,O+,"(55, 60]",Bangor,64,0.393186712,0.312748484,0.820489645,16,365.9,1.66,420310,poor,0.732669834,United Kingdom,0.418343763,9.1,Other Asian Background,29/01/1987,bachelor,5
98,Mohammad,Graham,1,SA1 WGY,+447700 900 911,ZZ 726243 T,72065264,O+,"(50, 55]",Swansea,86.7,0.765565249,0.413368275,0.945205211,23,70.8,1.61,429034,moderate,0.72211676,United Kingdom,0.250764026,7.4,British,23/10/2000,phD,3
99,Aimee,Singh,1,FK7 N87,07700 900 069,ZZ 930525 T,114779544,A+,"(40, 45]",Stirling,71.9,0.072263724,0.437224225,0.971398496,22,313.9,1.77,551330,poor,0.759315507,United Kingdom,0.943153948,8.7,Other Asian Background,17/07/1976,secondary,3
100,Karen,Savage,1,SE13 3B7,4.48E+11,ZZ 34 52 35 T,42675927,A+,"(40, 45]",Wandsworth,48.7,0.713725564,0.135386201,0.613714157,10,60.1,1.44,210121,moderate,0.101868252,United Kingdom,0.904146912,9.2,African,07/05/1984,secondary,1
101,Pamela,Rees,0,S1 5V3,+447700 900294,ZZ 37 91 09 T,49298857,A+,"(45, 50]",Sheffield,38.7,0.721906585,0.444989566,0.968296419,18,283.3,1.99,120277,poor,0.243105867,United Kingdom,0.88786796,8.6,Irish,12/06/1981,secondary,4
102,Ricky,Read,1,CF12 J8Q,+44(0)7700900830,ZZ 478584 T,55350776,A+,"(50, 55]",Cardiff,77.7,0.814488276,0.282623472,0.70857704,37,277.3,1.71,592680,good,0.085216853,United Kingdom,0.939062094,9,Pakistanti,04/04/1958,masters,5
103,Kerry,Bird,1,BT29 BEK,+447700 900 093,ZZ807923T,11296997,B+,"(50, 55]",Lisburn,49.1,0.746205653,0.754444597,0.521858478,41,49.9,1.94,236166,good,0.95775592,United Kingdom,0.23970456,3.3,Pakistanti,31/05/1969,secondary,2
104,Deborah,Wilson,0,W2 ZAO,(07700) 900 525,ZZ 18 94 84 T,39166656,A+,"(55, 60]",City of Westminster,56.5,0.473582208,0.717492701,0.831774151,21,34.4,1.89,387273,good,0.865362751,United Kingdom,0.12389034,2.3,British,07/10/1986,bachelor,4
105,Russell,Davis,1,N1 BYR,7700900965,ZZ 30 03 64 T,112492658,A+,"(55, 60]",Islington,56.8,0.503448862,0.239714649,0.259757905,16,486.9,1.84,370895,poor,0.070558154,United Kingdom,0.49666911,2.2,Chinese,26/05/2002,secondary,3
106,Frances,Hopkins,1,BT2 YDC,+44(0)7700900306,ZZ 361534 T,102635111,B+,"(55, 60]",Belfast,66.2,0.280588757,0.416866241,0.230418838,7,110.1,1.71,877672,good,0.844584611,United Kingdom,0.307949757,8.9,Caribbean,02/11/1963,bachelor,3
107,Alan,Robertson,0,SW18 I82,07700 900384,ZZ671687T,31950417,O-,"(50, 55]",Wandsworth,55.6,0.347055473,0.683403878,0.655234184,10,439.6,1.69,653690,poor,0.027127521,United Kingdom,0.496439382,0.7,Caribbean,02/07/1981,bachelor,1
108,Melanie,Williams,1,YO11 4CF,+44(0)7700 900 620,ZZ 32 16 60 T,29018222,A+,"(45, 50]",York,100,0.406578945,0.531691574,0.725433197,46,152.1,1.52,196722,moderate,0.101584696,United Kingdom,0.644662292,2.9,Other Black Background,18/09/1958,bachelor,2
109,Michelle,Richards,0,E2 O2U,+44(0)7700 900 577,ZZ142963T,64603058,A-,"(50, 55]",Hackney,71.3,0.170044058,0.591899054,0.051679252,39,417,1.95,604169,good,0.854798023,United Kingdom,0.870938974,8.7,Other Mixed Background,05/09/1964,secondary,1
110,Robert,Morrison,0,TW9 CIL,+44(0)7700 900519,ZZ 06 75 37 T,61007408,A+,"(45, 50]",Brent,49.9,0.561781528,0.202544037,0.646022823,13,257.5,1.7,195052,good,0.769280708,United Kingdom,0.665433819,1,White and Black African,19/02/1969,other,5
111,Howard,Mitchell,1,SO14 B52,+447700 900 607,ZZ 569284 T,69686452,A+,"(45, 50]",Southampton,35.7,0.785731822,0.264460914,0.985705276,3,439.8,1.69,411700,poor,0.360538265,United Kingdom,0.929601459,0.4,Other White Background,28/12/1968,secondary,5
112,Jordan,Watkins,0,BT1 WR5,(07700)900430,ZZ 583319 T,109824996,AB+,"(50, 55]",Belfast,72.9,0.186204654,0.139232806,0.767765517,25,10.5,1.46,252425,moderate,0.266858156,United Kingdom,0.865876087,4.6,British,19/06/1962,secondary,1
113,Christine,Turner,0,NG1 LCZ,7700900297,ZZ 239036 T,14977556,O+,"(50, 55]",Nottingham,84,0.278462544,0.529842708,0.035217654,43,474.3,1.54,254723,poor,0.260958333,United Kingdom,0.654867325,6.4,Other White Background,01/12/1962,masters,2
114,Brenda,Page,1,L1 YQA,+44(0)7700 900171,ZZ 769283 T,93219183,O+,"(40, 45]",Liverpool,99.7,0.629883027,0.914255467,0.221288548,37,471.9,1.48,570084,poor,0.985572826,United Kingdom,0.280991474,0.7,Other Black Background,31/12/1956,other,5
115,Lee,Hunter,0,SW6 CJR,07700 900789,ZZ853954T,121720175,A+,"(50, 55]",Hammersmith and Fulham,52.2,0.364621722,0.06471539,0.454265347,37,158.4,1.48,597545,poor,0.798092107,United Kingdom,0.260370481,1.4,Other White Background,14/01/1967,bachelor,4
116,Terence,Leach,0,L3 WA2,07700 900 492,ZZ 01 55 73 T,45974829,A+,"(50, 55]",Liverpool,77.4,0.580082071,0.80583605,0.377122001,25,132.8,1.91,370449,poor,0.119624438,United Kingdom,0.205040951,9.7,Other White Background,25/06/1994,primary,2
117,Maria,Howard,1,E8 37U,07700 900474,ZZ811749T,68654469,A+,"(50, 55]",Hackney,50.1,0.968318542,0.045796864,0.794839978,22,279,1.59,264861,good,0.595386035,United Kingdom,0.921404783,7.2,Other White Background,02/09/1999,bachelor,1
118,Victor,Graham,1,BT48 1ZQ,+44(0)7700900069,ZZ 990037 T,77449102,A+,"(45, 50]",Derry/Londonderry,68.2,0.497352505,0.659495554,0.88978844,2,429.5,1.45,424618,poor,0.650664482,United Kingdom,0.157318946,9.7,Other White Background,21/11/1985,secondary,2
119,Yvonne,Evans,1,N8 L8X,+447700 900 107,ZZ 220120 T,69587632,O+,"(45, 50]",Haringey,47.1,0.993002035,0.827895701,0.473359065,27,487.5,1.81,772265,poor,0.45715438,United Kingdom,0.825053759,2.6,African,18/01/1992,bachelor,3
120,Olivia,Owens,1,W2 Y6H,7700900086,ZZ437549T,62900423,A+,"(50, 55]",City of Westminster,44.2,0.400444331,0.511936944,0.465347829,46,21.5,1.98,782920,good,0.114571489,United Kingdom,0.710586677,6.2,Chinese,27/09/1984,bachelor,2
121,Mohamed,Woodward,1,PA3 TYA,+44(0)7700 900717,ZZ 29 20 18 T,64240026,O+,"(45, 50]",Paisley,42.8,0.590244205,0.981662136,0.553717464,48,379.5,1.85,174682,good,0.664912589,United Kingdom,0.104757202,1,Other White Background,14/09/1962,primary,1
122,Francesca,Yates,0,SA2 DZ4,07700 900 413,ZZ 30 98 91 T,11399166,A-,"(45, 50]",Swansea,54.2,0.065781372,0.466911924,0.523442833,27,492.6,1.96,779169,moderate,0.325856131,United Kingdom,0.62855327,8.3,White and Black Caribbean,21/10/1994,masters,3
123,Damian,Clarke,0,NW10 HV2,07700 900703,ZZ 634852 T,16234815,O+,"(40, 45]",Hammersmith and Fulham,63.5,0.867344763,0.277050859,0.569283692,15,81.8,1.52,856483,moderate,0.87407206,United Kingdom,0.10113946,3.6,British,19/08/1973,secondary,5
124,Samuel,Ward,0,L1 Z3K,+447700 900 347,ZZ 669947 T,95469258,O+,"(40, 45]",Liverpool,93.9,0.406711333,0.60792424,0.015194556,32,481.2,1.89,368408,good,0.181260154,United Kingdom,0.273915807,8.5,Other Asian Background,25/08/1971,secondary,4
125,Naomi,Pearce,1,SW7 V5N,4.48E+11,ZZ139526T,61445183,O+,"(50, 55]",Kensington and Chelsea,74.2,0.481732621,0.211958814,0.378868235,18,99.5,1.48,459416,moderate,0.105295738,United Kingdom,0.600295493,0,British,18/04/1975,other,3
126,Bruce,Moore,1,PH3 J1U,(07700) 900 198,ZZ 299211 T,51497947,O+,"(55, 60]",Perth,96.6,0.921480924,0.492628466,0.728531696,13,54.1,1.84,154215,good,0.664323595,United Kingdom,0.632272894,7.9,African,10/01/1957,secondary,3
127,Josephine,Hamilton,1,EH3 ULV,07700 900848,ZZ 19 12 74 T,111644151,A-,"(45, 50]",Edinburgh,60.8,0.998719532,0.792603999,0.189904736,32,353.2,1.57,344856,poor,0.693600166,United Kingdom,0.939579989,3.5,Other Asian Background,13/06/1968,primary,1
128,Ashley,Wright,1,SW14 ZN3,(07700) 900 089,ZZ785644T,94594001,O+,"(45, 50]",Richmond upon Thames,87,0.93881294,0.917704957,0.247374802,38,52,1.97,117732,poor,0.986605196,United Kingdom,0.551267065,8.3,African,22/01/1990,bachelor,1
129,Dennis,Booth,0,LL58 KIV,+44(0)7700 900351,ZZ 169838 T,125486716,AB+,"(45, 50]",Bangor,93,0.042976989,0.669747383,0.215899884,46,217.8,1.46,755532,good,0.401611754,United Kingdom,0.558798403,5.9,Other Asian Background,02/11/1976,masters,5
130,Glen,Reid,0,SE5 QAT,07700 900 416,ZZ 97 42 03 T,64106458,O+,"(50, 55]",Southwark,66.6,0.76152892,0.413073998,0.886640577,47,194.8,1.75,707305,good,0.89851254,United Kingdom,0.051254278,7,Chinese,13/10/1965,secondary,1
131,Donald,Gardner,1,E14 C3O,(07700) 900 982,ZZ 541224 T,48906810,A-,"(45, 50]",Tower Hamlets,95.2,0.805699071,0.892984897,0.658135313,33,183.7,1.8,863698,good,0.778675315,United Kingdom,0.654938715,2,White and Black Caribbean,15/08/2000,bachelor,2
132,Adrian,Pritchard,0,L3 DWF,(07700) 900622,ZZ 57 32 77 T,93410555,A+,"(50, 55]",Liverpool,88,0.161559098,0.737269385,0.432722789,34,189.9,1.95,502399,good,0.055587724,United Kingdom,0.565597979,3.7,White and Black Caribbean,03/07/1986,bachelor,1
133,Lorraine,O'Connor,1,PA2 FI4,+44(0)7700 900 936,ZZ 05 17 44 T,86438586,O+,"(55, 60]",Paisley,60.9,0.898067446,0.06211841,0.675931787,19,430.2,1.59,882406,poor,0.784223266,United Kingdom,0.692681589,8.9,Other Asian Background,29/12/1955,bachelor,1
134,Kate,Russell,1,N2 DB6,+44(0)7700900599,ZZ457956T,81277726,A+,"(45, 50]",Islington,41.4,0.225269938,0.479318,0.690534221,32,403.8,1.88,294011,moderate,0.989928811,United Kingdom,0.653811887,8.2,White and Black Caribbean,13/01/1975,secondary,2
135,Claire,Miller,1,SW12 QBK,(07700) 900670,ZZ 775923 T,65929663,O+,"(45, 50]",Southwark,44.6,0.821883693,0.956713712,0.867520216,8,491.1,1.86,138065,moderate,0.461117331,United Kingdom,0.765989428,9.8,White and Asian,17/06/1976,other,2
136,Bruce,Atkinson,0,SE5 HDO,+44(0)7700 900 266,ZZ024423T,43827305,O+,"(45, 50]",Southwark,64.8,0.70877286,0.845184052,0.380636742,8,92.9,1.85,890122,poor,0.028222735,United Kingdom,0.230644184,5.7,Irish,05/04/1974,secondary,5
137,Laura,Donnelly,0,LL12 XCU,+44(0)7700 900609,ZZ 47 53 93 T,109008880,A+,"(50, 55]",Wrexham,62.6,0.792480857,0.126292818,0.880395606,10,31.3,1.8,226207,moderate,0.080470483,United Kingdom,0.274730194,0.9,Chinese,13/07/1989,secondary,5
138,Joshua,Schofield,1,PO1 CQT,07700 900 368,ZZ072731T,47056169,A+,"(50, 55]",Portsmouth,87.4,0.953448149,0.920168612,0.846504197,40,485.9,1.75,243143,poor,0.332643738,United Kingdom,0.056694691,5.1,Other Asian Background,21/06/1996,secondary,4
139,Lisa,Cox,1,LS3 ZGL,+44(0)7700900646,ZZ 01 90 40 T,16898277,AB+,"(50, 55]",Leeds,97.1,0.631649436,0.54284949,0.245199751,46,390.8,1.76,554214,poor,0.536019656,United Kingdom,0.104150807,4.2,Other Ethnic Group,16/09/1978,bachelor,4
140,Janet,Marshall,1,B2 0C2,+44(0)7700900298,ZZ842073T,106574728,O+,"(50, 55]",Birmingham,64.9,0.685740567,0.118527712,0.462363034,45,430.8,1.74,729427,moderate,0.371555703,United Kingdom,0.222896842,9.8,White and Asian,22/05/1968,secondary,4
141,Graham,Brown,0,DG2 WPR,07700 900 868,ZZ740179T,12188745,O+,"(50, 55]",Dumfries,37.3,0.7538215,0.361776317,0.513787196,16,374,1.86,398923,poor,0.85887633,United Kingdom,0.461650684,7.9,Other Asian Background,04/12/1996,masters,2
142,Catherine,Freeman,1,FK9 F9H,+447700 900634,ZZ 185396 T,48764052,O-,"(50, 55]",Stirling,65.8,0.30276896,0.870255028,0.690528166,9,146.1,1.81,756491,poor,0.947454586,United Kingdom,0.082466479,1,White and Black African,24/12/1984,other,2
143,Benjamin,Hale,1,OX1 K0Z,(07700) 900275,ZZ 073260 T,74303571,A+,"(50, 55]",Oxford,56.5,0.118985008,0.229114787,0.380183163,42,191.4,1.59,892720,moderate,0.785387679,United Kingdom,0.602636484,8.5,Chinese,26/05/1982,primary,4
144,Mohamed,Robinson,0,S2 2HP,07700 900991,ZZ 859861 T,35736789,A+,"(50, 55]",Sheffield,99.7,0.846537693,0.798959739,0.120681576,35,217.7,1.46,583121,moderate,0.873477384,United Kingdom,0.081380446,2.9,Other Ethnic Group,22/09/1990,masters,4
145,Joyce,Ford,1,LL13 EOV,+44(0)7700 900 381,ZZ993781T,83595590,B-,"(50, 55]",Wrexham,41.4,0.126327807,0.454362414,0.849544313,10,26.9,1.93,303523,good,0.765893305,United Kingdom,0.085684707,7.1,Other Ethnic Group,02/07/1958,secondary,3
146,Irene,Birch,0,WC1 1S0,07700 900 848,ZZ 469404 T,47270686,A+,"(55, 60]",Camden,92.4,0.067975589,0.044383275,0.009392401,3,307.4,1.98,652190,good,0.664817948,United Kingdom,0.679168406,9.9,British,05/03/1961,primary,1
147,Albert,Holland,0,E1 2R9,(07700)900785,ZZ603602T,116338077,A+,"(45, 50]",Tower Hamlets,91.3,0.306109237,0.308774545,0.278448541,29,456.6,1.98,398041,poor,0.945061574,United Kingdom,0.918900967,0.4,Irish,16/01/2000,secondary,4
148,Thomas,Smith,0,L2 2N1,(07700) 900 039,ZZ 269052 T,107500432,O+,"(45, 50]",Liverpool,78.3,0.681394329,0.576046015,0.098535038,14,118.8,1.64,560070,good,0.410921196,United Kingdom,0.579120557,5.3,British,08/06/1979,secondary,1
149,Marion,Sanderson,0,PO2 JER,4.48E+11,ZZ396311T,26340155,O+,"(45, 50]",Portsmouth,96.7,0.343339715,0.250501115,0.416110048,35,187,1.82,336789,poor,0.402053526,United Kingdom,0.447239283,1.7,Other Asian Background,26/10/1967,secondary,5
150,Gemma,Campbell,0,E14 NRB,7700900628,ZZ 37 27 30 T,123040808,O+,"(50, 55]",Tower Hamlets,58.1,0.337599938,0.533476596,0.249519622,39,39.1,1.89,203461,moderate,0.365069225,United Kingdom,0.889915935,0.8,Caribbean,31/05/1968,secondary,4
151,Mandy,Davies,1,DG3 D7V,+447700 900738,ZZ 49 26 94 T,127118011,B+,"(55, 60]",Dumfries,84.9,0.7588368,0.034144525,0.474824113,15,369.8,1.57,333412,poor,0.889417626,United Kingdom,0.045650459,5.4,British,13/04/1998,other,4
152,Alex,Moran,0,SE14 A2O,+44(0)7700 900934,ZZ967251T,45530580,A+,"(45, 50]",Wandsworth,72.7,0.710663633,0.228887878,0.342737778,6,73.7,1.86,614373,poor,0.776102275,United Kingdom,0.102067113,0.4,White and Asian,28/10/1980,masters,3
153,Callum,Norman,1,SE1 TC3,07700 900668,ZZ 490286 T,118362627,B-,"(55, 60]",Lambeth,52.8,0.200739387,0.095994988,0.563651877,28,222.2,1.82,772477,poor,0.821578037,United Kingdom,0.157429991,8.7,British,13/06/1969,secondary,3
154,Owen,Patel,0,SE7 0F4,7700900598,ZZ 42 22 03 T,48117780,A+,"(40, 45]",Greenwich,41.6,0.497621874,0.724272782,0.825316882,48,159,1.59,109310,poor,0.912911748,United Kingdom,0.001575313,5.6,Chinese,09/03/1964,other,3
155,Duncan,Pugh,1,L1 3FM,07700 900 019,ZZ 03 58 40 T,75333508,A-,"(50, 55]",Liverpool,99,0.905278826,0.491423543,0.545961481,25,182.8,1.93,559635,moderate,0.305973058,United Kingdom,0.062285968,3.1,White and Asian,18/05/1997,secondary,2
156,Dean,Anderson,1,EH3 WIH,4.48E+11,ZZ697060T,125174358,A+,"(50, 55]",Edinburgh,42.7,0.269135232,0.890169942,0.385079375,33,100.1,1.42,737037,poor,0.048044796,United Kingdom,0.378468672,5.4,Other Asian Background,03/08/1972,bachelor,1
157,Derek,Patel,1,SE11 6EB,(07700) 900044,ZZ108221T,36883770,A+,"(40, 45]",Lewisham,38.9,0.080030982,0.516318634,0.809408047,7,342.7,1.53,578780,good,0.243294851,United Kingdom,0.181917357,1.9,Other Mixed Background,16/02/1994,primary,3
158,David,Watkins,1,TW10 MVJ,(07700) 900329,ZZ 56 62 72 T,95232757,O+,"(50, 55]",Brent,54.4,0.765483976,0.73044885,0.809732731,21,267,1.55,864906,good,0.292224127,United Kingdom,0.308062393,10,White and Black Caribbean,02/09/1978,other,2
159,Gary,Edwards,0,DD3 07G,(07700)900585,ZZ 708577 T,113803372,A+,"(45, 50]",Dundee,54.2,0.917596596,0.48409656,0.971547924,36,467.6,1.7,453089,poor,0.566553812,United Kingdom,0.649697452,4.6,Chinese,05/05/1959,phD,1
160,Shaun,Finch,1,SW15 20S,+447700 900 489,ZZ079854T,82280929,O+,"(50, 55]",Richmond upon Thames,60.8,0.481960559,0.493788573,0.950355833,32,453.9,1.82,804137,poor,0.301790372,United Kingdom,0.566484658,1,African,13/04/1971,bachelor,1
161,Jayne,Foster,0,L2 95V,+44(0)7700 900020,ZZ 195059 T,20544724,A+,"(40, 45]",Liverpool,66.4,0.63088404,0.602366496,0.733345697,28,303.8,1.93,596045,good,0.450573644,United Kingdom,0.632569134,2.7,Other Mixed Background,20/10/1982,secondary,4
162,Elliott,Gibbons,1,BT60 90D,+447700 900959,ZZ 953018 T,24664574,O+,"(45, 50]",Armagh,98.9,0.031177331,0.638357824,0.742309899,17,384.5,1.94,408757,moderate,0.02910481,United Kingdom,0.882115295,8.2,Irish,06/04/2003,bachelor,1
163,Harry,Ward,1,SW3 DZG,+44(0)7700900345,ZZ 250700 T,40035103,B-,"(55, 60]",Kensington and Chelsea,89.8,0.630342582,0.325500299,0.083697533,25,449,1.41,499180,poor,0.754485596,United Kingdom,0.283179239,4.4,Other White Background,01/04/1957,secondary,5
164,Carol,Howe,0,SW14 946,+44(0)7700 900 581,ZZ203336T,35801397,A+,"(40, 45]",Richmond upon Thames,81.3,0.934261,0.994075823,0.077165103,34,19,1.9,244989,poor,0.053012857,United Kingdom,0.752903548,2.9,Bangladeshi,31/10/1974,other,1
165,Francis,Wilson,1,E1 7HK,+447700 900723,ZZ810250T,69276367,O+,"(45, 50]",Tower Hamlets,87.1,0.554152676,0.124237949,0.17151157,45,328.9,1.62,237141,moderate,0.552836468,United Kingdom,0.096376387,3.8,Other Black Background,10/04/1974,secondary,5
166,Rachel,Taylor,0,SE1 9CZ,+44(0)7700 900 369,ZZ 08 95 25 T,67526624,A+,"(45, 50]",Lambeth,47.6,0.221570778,0.849891749,0.395837438,13,223.4,1.47,172015,moderate,0.163671224,United Kingdom,0.971567932,2.3,Other Asian Background,22/05/1958,masters,4
167,Elizabeth,Perry,0,NE3 EH4,07700 900 680,ZZ 03 51 14 T,57016348,O-,"(45, 50]",Newcastle upon Tyne,78.4,0.241276721,0.004901496,0.945841063,12,294.3,1.88,417619,good,0.523083712,United Kingdom,0.475776327,9.8,African,22/08/1971,primary,3
168,Callum,Smith,0,NE3 R2O,(07700) 900 498,ZZ166315T,119308101,O+,"(45, 50]",Newcastle upon Tyne,85.2,0.615546058,0.675866005,0.854469613,33,158.6,1.65,371988,poor,0.485001158,United Kingdom,0.265945609,7.9,British,08/06/1980,other,3
169,Maureen,Parry,1,LL13 H7G,4.48E+11,ZZ 35 77 67 T,64950316,O+,"(55, 60]",Wrexham,83.2,0.46200774,0.589087146,0.71842351,46,279.1,1.86,407584,good,0.048282582,United Kingdom,0.889703844,1.5,Other White Background,03/07/1975,secondary,4
170,Pamela,Green,0,M3 XZ8,4.48E+11,ZZ 16 76 25 T,80834597,O+,"(55, 60]",Manchester,91.9,0.377359991,0.969895952,0.117225381,40,369.1,1.44,851498,good,0.276548138,United Kingdom,0.562465156,7.2,White and Asian,18/07/1995,other,2
171,Lindsey,Simpson,0,LS1 6F1,(07700) 900771,ZZ 59 18 39 T,110004718,B+,"(45, 50]",Leeds,80.6,0.907642646,0.559220012,0.131636131,30,149.1,1.48,874979,moderate,0.506204183,United Kingdom,0.672994585,4.8,Other Mixed Background,21/12/1969,phD,3
172,Clifford,Robinson,0,S1 SIY,7700900296,ZZ 076409 T,102028184,AB+,"(45, 50]",Sheffield,87.3,0.43778267,0.458269343,0.211197185,5,63.7,2,254086,moderate,0.882046025,United Kingdom,0.124748853,4.1,Pakistanti,26/06/1989,masters,2
173,Christine,Smith,0,LS2 4LJ,+44(0)7700 900040,ZZ 64 75 34 T,71372110,A-,"(50, 55]",Leeds,97.4,0.297647654,0.55806641,0.305235286,18,257.2,1.78,192814,moderate,0.745212611,United Kingdom,0.420797554,0.4,White and Black Caribbean,01/11/1957,secondary,1
174,Donald,Watkins,1,BS3 2ZS,(07700) 900 747,ZZ 635507 T,48401043,O-,"(45, 50]",Bristol,58.3,0.324286579,0.639148689,0.014005954,3,158.8,1.66,827045,good,0.619294567,United Kingdom,0.242668499,7.2,Bangladeshi,01/09/1996,secondary,1
175,Vincent,Gray,1,SW7 G1Z,+44(0)7700 900322,ZZ 101311 T,59975539,A+,"(55, 60]",Kensington and Chelsea,83.1,0.818320452,0.766930852,0.930079229,49,428.3,1.78,623963,good,0.220540843,United Kingdom,0.821933159,7.7,Caribbean,20/10/1976,bachelor,3
176,Naomi,Ford,0,SO14 RO3,+44(0)7700900040,ZZ 308378 T,117995558,O+,"(45, 50]",Southampton,73.2,0.06669771,0.432221518,0.219550539,20,370.2,1.42,630207,poor,0.83864415,United Kingdom,0.52764268,1.3,Other Asian Background,26/10/1993,masters,3
177,Bradley,Harding,0,FK8 G1S,+44(0)7700 900455,ZZ793917T,24793966,A-,"(50, 55]",Stirling,83.7,0.202241602,0.928352557,0.599979297,22,73.3,1.67,487678,moderate,0.558625445,United Kingdom,0.098711329,9.2,Caribbean,14/03/1996,other,5
178,Dale,Smith,1,NW11 PDZ,+44(0)7700 900960,ZZ 59 67 29 T,42707439,A-,"(50, 55]",Hammersmith and Fulham,99.4,0.654225277,0.547553303,0.390631164,35,325.5,1.52,879790,good,0.816561143,United Kingdom,0.661975117,1.1,Indian,15/07/1967,masters,5
179,Ian,Todd,0,TW9 XQ1,(07700) 900355,ZZ223213T,54081648,A+,"(50, 55]",Brent,60.6,0.488034689,0.380264411,0.679405026,7,26.8,1.75,393830,moderate,0.273249164,United Kingdom,0.149470836,9.3,Chinese,09/06/1958,secondary,5
180,Henry,Russell,1,L2 0LX,07700 900 429,ZZ657535T,86996497,B+,"(50, 55]",Liverpool,67.9,0.198591055,0.679540401,0.940254222,43,494.5,1.78,841244,poor,0.343672881,United Kingdom,0.222468835,8.9,Indian,24/09/1972,bachelor,4
181,Terence,White,0,SO16 IG7,+447700 900 180,ZZ 722576 T,39481551,A+,"(55, 60]",Southampton,91.9,0.519098524,0.14826981,0.074374269,7,231,1.43,865149,moderate,0.219507935,United Kingdom,0.179595476,2.7,Other Asian Background,16/05/1963,bachelor,1
182,Mohammed,James,0,SO16 JWX,+447700 900 271,ZZ 40 04 90 T,19385554,O+,"(45, 50]",Southampton,47,0.189784484,0.544454932,0.387258332,40,399.9,1.65,106560,poor,0.968469386,United Kingdom,0.33881021,4.5,White and Asian,10/05/1976,other,1
183,Terry,Turner,1,CB2 S2Q,+44(0)7700 900758,ZZ 78 88 30 T,47020276,AB+,"(50, 55]",Cambridge,39.3,0.119920958,0.886361336,0.222672101,25,264.2,1.54,117672,moderate,0.422260604,United Kingdom,0.210013921,2,White and Asian,01/03/1964,bachelor,2
184,Christian,Donnelly,1,W2 OVS,+44(0)7700 900390,ZZ 45 32 52 T,116531777,O+,"(50, 55]",City of Westminster,84.6,0.967420287,0.940207487,0.884524718,29,298.1,1.92,804213,moderate,0.460654545,United Kingdom,0.510257467,4.6,White and Asian,14/12/1968,secondary,4
185,Abigail,Poole,1,N9 R28,+44(0)7700900128,ZZ454027T,63316582,A+,"(45, 50]",Haringey,80.2,0.453027217,0.393519878,0.005880346,20,385.5,1.46,214219,good,0.369319533,United Kingdom,0.655077795,8.5,White and Asian,12/06/1985,secondary,2
186,Tony,Ellis,1,SW11 ZNJ,(07700)900495,ZZ 32 78 74 T,95820347,O-,"(50, 55]",Southwark,74.9,0.273974644,0.18059015,0.412667263,43,336.3,1.53,200804,good,0.93074839,United Kingdom,0.726364365,4.3,Other Asian Background,25/03/1967,masters,4
187,Vincent,Fuller,0,E8 2CK,7700900752,ZZ 64 70 85 T,96084946,B+,"(55, 60]",Hackney,57,0.345527755,0.289417086,0.292323632,9,258.4,1.51,541213,moderate,0.745288139,United Kingdom,0.234151086,7.7,Pakistanti,11/12/1993,other,5
188,Jack,Clarke,0,SW1 TXC,07700 900018,ZZ 78 19 34 T,50372351,A+,"(45, 50]",City of Westminster,45.6,0.478454304,0.298384755,0.045484397,45,210.1,1.82,232389,good,0.921111938,United Kingdom,0.644847789,5.7,Bangladeshi,08/07/1956,bachelor,4
